id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
5149179739375915,PkDo9Dl6r,3314280193,天津广播,【#哪吒2激发老外对中国的好奇心#】#哪吒2比利时首映一票难求#当地时间26日，中国动画电影《哪吒之魔童闹海》（即《哪吒2》）比利时首映活动在布鲁塞尔举办。当天，布鲁塞尔影院厅座无虚席，一票难求。观众们纷纷表示，虽然早就听说《哪吒2》非常好看，但看了之后依然十分惊喜，这部电影从制作到内容，精彩程度超乎想象。还有的观众表示，《哪吒2》还激发了他们对中国的好奇心，希望有机会能亲自到中国来。L央视网的微博视频,,,,"哪吒2激发老外对中国的好奇心,哪吒2比利时首映一票难求",0,0,0,2025-03-28 14:33,微博视频号,,"http://locallimit.us.sinaimg.cn/o0/48hdHvyllx08n0mmBBBS01041200wm2s0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1743255908&ssig=8btHZGLoAS&KID=unistore,video",,,普通用户
5149179714737810,PkDo7jSwi,2591861224,虹口消防,【#风火轮不燎原十不准护林安#哪吒说森林防火】防火护林皆有责，绿水青山代代传。十个铁律刻心头，来听哪吒怎么说↓↓#春季严防各类安全风险##森林草原防火季#（中国应急管理报、山东省消防救援总队）L应急管理部的微博视频,,,,"风火轮不燎原十不准护林安,春季严防各类安全风险,森林草原防火季",0,0,0,2025-03-28 14:32,微博视频号,,"http://f.video.weibocdn.com/o0/XTIFr87Klx08n0tejo8g01041200ycws0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1743255908&ssig=i52Uzub0cd&KID=unistore,video",,,蓝V
5149179659948022,PkDo1FJVY,5607843390,起司蕾,关于看哪吒,,,,,0,0,0,2025-03-28 14:32,iPhone客户端,https://wx3.sinaimg.cn/large/0067vWeWgy1hzwo830gh0j30wr0ogac6.jpg,,,上海,普通用户
5149179627177349,PkDnYu79H,5899975327,许愿叁拾秒_,啊泽Aze超话#泽光熠熠如初见#连对版萌物涛封面太精髓了哈哈哈哈哈哈哈哈L许愿叁拾秒_的微博视频,,,,泽光熠熠如初见,0,5,9,2025-03-28 14:32,啊泽Aze超话,,"http://f.video.weibocdn.com/u0/AjydvAX1gx08n1LI9JDq01041200CABq0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1743255908&ssig=mxX3L1fX%2BJ&KID=unistore,video",,广东,黄V
5149179580252638,PkDnU13IO,2160550472,月千泠,#鱼丸实时号#试试gct,,,,鱼丸 实时号,0,0,1,2025-03-28 14:32,微博仅供参考,https://wx3.sinaimg.cn/large/80c76248ly1hzwo7vdb8ij23uo2jlx6r.jpg,,,内蒙古,红V
5149179576059855,PkDnTpqrB,2764596313,胡同里的丫头zyl,张云雷超话#超话星愿池##波力品牌代言人张云雷#于我而言，你是海，是林。我爱你，如鲸向海，似鸟投林，不可避免，退无可退@小辫儿张云雷,,,小辫儿张云雷,"超话星愿池,波力品牌代言人张云雷",0,80,15,2025-03-28 14:32,张云雷超话,"https://wx4.sinaimg.cn/large/a4c86459gy1hzwo7t3nqzj21h927v48h.jpg,https://wx2.sinaimg.cn/large/a4c86459gy1hzwo7tq1mgj21cf1ku1kx.jpg,https://wx3.sinaimg.cn/large/a4c86459gy1hzwo7u4xe6j20ju0h740d.jpg",,,福建,黄V
5149179543552319,PkDnQeU7t,1768049820,霏老大,泡泡玛特超话哪吒盲盒发到几月份的了？6月30日等的好着急,,,,,0,1,0,2025-03-28 14:32,泡泡玛特超话,,,,四川,普通用户
5149179413532712,PkDnDeP1e,5662495242,多吃油菜Yu_,丙丙被困在手机里惹,,,,,0,0,0,2025-03-28 14:31,HUAWEI P60,https://wx2.sinaimg.cn/large/006bdfGqly1hzwo6x6xb0j32c03404qr.jpg,,,山东,黄V
5149165847839247,PkD1KwTlt,5659543565,光影奇谈,大学生就该看这类综艺#雷军#哪吒背后视中国动漫的托举#蜜雪冰城#夏日变美小窍门L光影奇谈的微博视频,,,,"雷军,蜜雪冰城",0,0,0,2025-03-28 13:37,微博视频号,,"http://f.video.weibocdn.com/o0/Htrdiduulx08n1HXcQJG010412009Que0E010.mp4?label=mp4_720p&template=720x1270.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1743255919&ssig=3WafubPmVU&KID=unistore,video",,北京,黄V
5149165844170768,PkD1Khv0s,6605843461,大闹好莱坞,大学生就该观看这样的综艺#雷军#哪吒背后视中国动漫的托举#蜜雪冰城#夏日变美小秘诀L大闹好莱坞的微博视频,,,,"雷军,蜜雪冰城",0,0,0,2025-03-28 13:37,微博视频号,,"http://f.video.weibocdn.com/o0/gjWUGeqzlx08n1HX2ROg0104120097ru0E010.mp4?label=mp4_720p&template=720x1270.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1743255919&ssig=ZsLk3j4Y3x&KID=unistore,video",,北京,红V
5149165841287294,PkD1K5oSO,6042105220,探秘电影世界,大学生就该观看这样的综艺#雷军#哪吒背后视中国动漫的托举#蜜雪冰城#夏季变美小技巧L探秘电影世界的微博视频,,,,"雷军,蜜雪冰城",0,0,0,2025-03-28 13:37,微博视频号,,"http://f.video.weibocdn.com/o0/b6ZGh1iplx08n1HWWYFW01041200pMIl0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1743255919&ssig=mLJZg6JLhU&KID=unistore,video",,北京,红V
5149165807734595,PkD1Gws7x,5321154339,欢乐娱乐馆,大学生就该看这样的综艺#雷军#哪吒背后视中国动漫的托举#蜜雪冰城#夏日变美小秘诀L欢乐娱乐馆的微博视频,,,,"雷军,蜜雪冰城",0,0,0,2025-03-28 13:37,微博视频号,,"http://f.video.weibocdn.com/o0/HfiwMfQylx08n1HWl6Os010412009Wg10E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1743255919&ssig=bG7BQ787kg&KID=unistore,video",,北京,红V
5149165790170558,PkD1F0ImW,6605838001,电影不疯狂,大学生就该观看这类综艺#雷军##哪吒#背后是中国动漫的崛起#蜜雪冰城#夏日变美小秘诀L电影不疯狂的微博视频,,,,"雷军,哪吒,蜜雪冰城",0,0,0,2025-03-28 13:37,微博视频号,,"http://f.video.weibocdn.com/o0/97uwydNilx08n1HWyfg401041200dyaz0E010.mp4?label=mp4_720p&template=714x1256.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1743255919&ssig=5vRGR5CXsy&KID=unistore,video",,北京,红V
5149165781257197,PkD1E5h3n,5659543185,影像旅人,大学生就该观看这样的综艺#雷军#哪吒背后视中国动漫的托举#蜜雪冰城#夏季变美指南L影像旅人的微博视频,,,,"雷军,蜜雪冰城",0,0,0,2025-03-28 13:37,微博视频号,,"http://f.video.weibocdn.com/o0/GQR8J0Qnlx08n1HVUyes01041200iv2K0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1743255919&ssig=YrTF9z4%2Bj7&KID=unistore,video",,北京,黄V
5149165731710801,PkD1z7b3z,1322975895,大秦直道wn,#2025渭南公安交警在路上##24节气里的渭南交警##渭南警事#【蒲城公安交警：宣传进校园安全零距离】3月26日，在第30个“全国中小学生安全教育日”来临之际，为进一步提高辖区学生的交通安全意识，增强自我保护能力。蒲城县公安局交通管理大队民警走进辖区杨家沟学校开展春季交通安全宣传活动。活动中，民警以电影《哪吒之魔童降世》的经典台词开场，迅速吸引同学们的注意力，并将交通安全常识融入其中。民警提醒同学们步行上下学时做到“五不要”，不追逐打闹、不嬉戏玩耍、不随意横穿马路、不翻越护栏、不横穿绿化带，避免因驾驶员视线盲区引发“鬼探头”事故。同时，民警呼吁同学们要提醒父母及身边的同学自觉遵守交通规则，严禁骑乘电动车不佩戴安全头盔等交通违法行为，争做文明交通参与者。（杜馨蒲）,,,,"2025渭南公安交警在路上,24节气里的渭南交警,渭南警事",0,0,0,2025-03-28 13:37,微博网页版,,,,陕西,普通用户
5149165731711361,PkD1z7bcB,6042105398,光影岁月,大学生就应该观看这样的综艺#雷军#哪吒背后视中国动漫的托举#蜜雪冰城#夏季变美小窍门L光影岁月的微博视频,,,,"雷军,蜜雪冰城",0,0,0,2025-03-28 13:37,微博视频号,,"http://f.video.weibocdn.com/o0/8zMjhlE9lx08n1HUT4Jq01041200a5UZ0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1743255919&ssig=1pSj555h%2Bi&KID=unistore,video",,北京,红V
5149165626589286,PkD1orEaO,2612595213,H栀淺浅,喝个我姐给我的能量饮料，精神精神,,,,,0,0,0,2025-03-28 13:36,OPPO A2 Pro 5G,https://wx4.sinaimg.cn/large/9bb90a0dly1hzwmlfwibaj22oc3kgx6r.jpg,,,内蒙古,普通用户
5149150854777493,PkCDzk2Ql,1822433171,SugiBaby,魔童ip哪吒超话发一下到处存到的吒哥,,,,,0,3,15,2025-03-28 12:38,魔童ip哪吒超话,"https://wx2.sinaimg.cn/large/6ca01f93gy1hzwkwrbrutj21401z4k96.jpg,https://wx2.sinaimg.cn/large/6ca01f93gy1hzwkwsjxnbj21ww2ob1kx.jpg,https://wx4.sinaimg.cn/large/6ca01f93gy1hzwkwsyaqjj20se152tax.jpg",,,广东,普通用户
5149150817292236,PkCDvuB2I,5110717125,九江永修发布,哪吒版森林防灭火“十不要”L九江永修发布的微博视频,,,,,0,0,1,2025-03-28 12:38,iPhone客户端,,"http://f.video.weibocdn.com/o0/XPD3qpv2lx08n1DQNsqY01041200p5mU0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1743255932&ssig=vJ7HSYDBhw&KID=unistore,video",,,蓝V
5149150783733812,PkCDsfFkM,2335340051,J4-草帽,Okkk…顶着困意打完最近好像一战成名今天每次一准备上场，就听到周围在说：这个妹妹很厉害的长到这么大还是不知道怎么回应好…只会笑着这个球友打得动作挺好看的，有机会挑战一下,,,,,0,0,0,2025-03-28 12:37,iPhone 13,"https://wx1.sinaimg.cn/large/8b327613gy1hzwjusc9jlj21p721bb29.jpg,https://wx1.sinaimg.cn/large/8b327613gy1hzwjuwfmwaj22c03407wi.jpg",,,广东,普通用户
5149150748874877,PkCDoBeLb,7608673231,·顽皮时空k·,原来我已经钻4了那很好了😁,,,,,0,0,0,2025-03-28 12:37,冬天的第一场雪,https://wx1.sinaimg.cn/large/008iVdtZgy1hzwkw7936dj30n00g0tc2.jpg,,,广东,黄V
5149150740746099,PkCDo385R,7541620424,飞来麦浪,#哪吒2比利时首映一票难求#海外上映时间这么晚的，档期一直没有安排出来吗看来很多人不愿意哪吒冲的太高,,,,哪吒2比利时首映一票难求,0,6,5,2025-03-28 12:37,荣耀80 Pro 5G,,,,浙江,红V
5149150585294782,PkCD8mdpI,1824843143,谁解相思·温舒子,泡泡玛特超话收哪吒盲盒，最好对收，心理价牵手哪吒50，藕粉90，捣蛋乖巧90只走平台，三无小号勿扰,,,,,0,16,0,2025-03-28 12:37,泡泡玛特超话,"https://wx4.sinaimg.cn/large/6cc4e587ly1hzwkvya1zzj20u0140diw.jpg,https://wx2.sinaimg.cn/large/6cc4e587ly1hzwkvyme8jj20u0140gp3.jpg,https://wx4.sinaimg.cn/large/6cc4e587ly1hzwkvzogzkj20u014078y.jpg,https://wx1.sinaimg.cn/large/6cc4e587ly1hzwkvyzllbj20u0140wig.jpg,https://wx4.sinaimg.cn/large/6cc4e587ly1hzwkvzb8c6j20u0140djk.jpg",,,辽宁,普通用户
5149150456320686,PkCCVqwiy,5149939195,糯米小汤圆加脆啵啵版,好家伙，我不仅加场了，还在想要不要再加一场内场的,,,,,0,0,0,2025-03-28 12:36,微博网页版,,,,上海,黄V
5149150435348660,PkCCTmrqI,7005599629,鱿鱼月饼不好吃,哪吒之魔童闹海超话出小哪吒宝宝们快来看看啊原价出,,,,,0,0,1,2025-03-28 12:36,哪吒之魔童闹海超话,https://wx2.sinaimg.cn/large/007E6Muply1hzwkul0v25j30tz0z7aef.jpg,,,山西,普通用户
5149150262593079,PkCCCaSzR,5893606532,沉溺小木偶_积攒思念版,@新蜂音乐节NewBee今天发点什么官宣个首场好不好,,,新蜂音乐节NewBee,,0,3,30,2025-03-28 12:35,年“赴”一年,,,,山东,红V
5149150153282605,PkCCrdLXf,5783389073,那谁家那小谁-,当一把剑，为她开路当一条道，为她留有后路这才是监护人的责任,,,,,0,0,0,2025-03-28 12:35,华为Mate50保时捷设计,https://wx1.sinaimg.cn/large/006jovGVly1hzwku7u4t3j32eo37kb2a.jpg,,,吉林,普通用户
5149134965704900,PkCdWnW6w,6166592676,欢缳,不小心探索到一个秘密，内心比较纠结，各个方面考虑（道德、素养、仁义啊），都不知道怎么办为好，此时我的心理像看足球比赛一样，如此揪心略微＋些难过,,,,,0,2,1,2025-03-28 11:35,微博网页版,,,,河南,普通用户
5149134949450470,PkCdUDEuW,6719205454,熙煕希希,#希林娜依高反差感造型##希林娜依高现场live实力太强了#小孩线下就是一个奶团子@希林娜依高,,,希林娜依高,"希林娜依高反差感造型,希林娜依高现场live实力太强了",0,0,0,2025-03-28 11:35,vivo S20,"https://wx2.sinaimg.cn/large/007kJ6hwly1hzwj38wgl2j31jk2bcx2e.jpg,https://wx4.sinaimg.cn/large/007kJ6hwly1hzwj399xxyj31jk2bcx3o.jpg",,,河南,普通用户
5149134924547082,PkCdSj4U2,3314570757,X-xanny,这一天太搞笑了,,,,,0,3,1,2025-03-28 11:34,iPhone客户端,,,,上海,普通用户
5149134816022142,PkCdHpgDk,1751112160,小温语_,上美藕饼超话雨夜共枕敖丙怕雷，尤其是暴雨夜。从前在云楼宫，他只能缩在角落里忍着，如今却有了特权——雷声一响，哪吒就会把他搂进怀里，掌心捂住他的耳朵，低声哄：“不怕，我在。”敖丙把脸埋在他胸口，闷闷道：“……我没怕。”哪吒笑：“嗯，是我怕，所以你要抱紧我。”敖丙抬头瞪他，却被吻住。窗外雷声轰鸣，屋内却只剩交缠的呼吸。,,,,,0,0,8,2025-03-28 11:34,上美藕饼超话,,,,浙江,普通用户
5149134816020353,PkCdHpgat,5984580074,阳光巷尾的奶酪猫-,有了新电脑这活干着都很有意思了…喜欢新新的东西们…但是骨子里又念旧情…,,,,,0,0,0,2025-03-28 11:34,iPhone客户端,https://wx2.sinaimg.cn/large/006x0GF4gy1hzwj2sj2m8j33402c0e83.jpg,,,上海,普通用户
5149134803179199,PkCdGdl3p,7808612684,葐葐爱吃大居居,这不还是三位数男神吗@瑞盆的批,,,瑞盆的批,,0,4,2,2025-03-28 11:34,,https://wx2.sinaimg.cn/large/008ws8RSgy1hzwj2kivj7j30wi1ycb29.jpg,,,日本,普通用户
5149134680492119,PkCdu241p,7788433256,老师我们家子涵怎么在上面,#赵露思问山区小朋友拍过艺术照没#和请工人去看哪吒有什么区别😂😂,,,,赵露思问山区小朋友拍过艺术照没,0,13,4,2025-03-28 11:33,iPhone 15 Pro Max,,,,北京,普通用户
5149134677084768,PkCdttJ4s,7703898612,昼夜疾驰,我自律性不高，特来立个打卡帖顾姐差不多还有30w左右，我想在4.9之前存稿完结，还剩12天，平均每天2.5w字4.9之后要出门实在不想边出门边赶更新了每天来汇报一次进度，如果4.9之前没存稿完结的话抽10个人每人10000jjb的红包……（是的，这是我完全不可接受的代价，所以我会逼自己）我这个人为了立flag付出了这么多心痛得滴血的代价………每次咬牙切齿不得不履行请祖国放心！,,,,,0,17,12,2025-03-28 11:33,Android,"https://wx4.sinaimg.cn/large/008pmLXegy1hzwiz2ugn8j30u01eg75p.jpg,https://wx4.sinaimg.cn/large/008pmLXegy1hzwiz3cbmcj30u01iwdh5.jpg,https://wx3.sinaimg.cn/large/008pmLXegy1hzwiz44boxj30u01jgabr.jpg,https://wx2.sinaimg.cn/large/008pmLXegy1hzwiz4l8sxj30u01j8myw.jpg,https://wx4.sinaimg.cn/large/008pmLXegy1hzwiz505syj30u00m8gm0.jpg,https://wx3.sinaimg.cn/large/008pmLXegy1hzwiz5doitj30u017s0u7.jpg,https://wx3.sinaimg.cn/large/008pmLXegy1hzwiz5xejdj30u017w0uc.jpg,https://wx2.sinaimg.cn/large/008pmLXegy1hzwiz6fukoj30u005cq2z.jpg",,,重庆,普通用户
5149134651130468,PkCdr4K5m,1751112160,小温语_,上美藕饼超话龙尾闹脾气重塑龙筋后敖丙的双腿渐渐恢复，但是龙尾偶尔会不受控制，尤其是情绪波动时。某日哪吒故意逗他，说西海公主送了帖子，邀他去赴宴。敖丙表面淡定，龙尾却“啪”地拍碎了桌角。哪吒挑眉：“吃醋了？”敖丙冷着脸：“没有。”哪吒伸手去摸他的尾巴尖，被一尾巴抽在手背上，也不恼，反而笑着把人搂进怀里：“放心，我哪儿都不去，就缠着你。”敖丙的尾巴慢慢缠上他的手腕，鳞片微微发烫。——千年前他怕这条尾巴被哪吒折断，如今却成了撒娇的利器。,,,,,0,0,8,2025-03-28 11:33,上美藕饼超话,,,,浙江,普通用户
5149134647724468,PkCdqwpuc,7757629011,b奇堡茉莉奶绿,终于打完九把了谢谢数学课,,,,,0,0,2,2025-03-28 11:33,vivo X100,,,,北京,黄V
5149121536065657,PkBShprXb,7564111534,特攻貓局ski,早上起床打开某书就是藕饼和饼爹。真是,,,,,0,2,1,2025-03-28 10:41,好心情制造机,,,,马来西亚,黄V
5149121524009372,PkBSggP1i,2291130862,ruiii呀,最后一天班了！爽！,,,,,0,2,0,2025-03-28 10:41,iPhone客户端,,,,上海,普通用户
5149121451657452,PkBS96Xb6,6804871121,crary1988_,#哪吒2比利时首映一票难求#有礼貌爱打架vs没礼貌爱打架L电竞香饽饽的微博视频,,,,哪吒2比利时首映一票难求,0,0,0,2025-03-28 10:41,微博视频号,,"http://f.video.weibocdn.com/o0/LwTZCVh1lx08n1r22X1m010412007HXE0E010.mp4?label=mp4_720p&template=720x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1743255954&ssig=dxcfsCfGpU&KID=unistore,video",,湖南,普通用户
5149121447985854,PkBS8xvu6,6111343649,枫林诺ovo,#哪吒2比利时首映一票难求#吒儿会越来越好的,,,,哪吒2比利时首映一票难求,0,0,0,2025-03-28 10:41,OPPO Reno8 Pro+ 5G,,,,云南,黄V
5149121364627467,PkBS0jpOz,3424054302,湘潭公安,【哪吒票房“狂飙”消防安全紧追】#哪吒2比利时首映一票难求#，观影时可别忘了消防安全，遵守影院相关消防安全规定，让安全常伴，快乐加倍！L湖南消防的微博视频,,,,哪吒2比利时首映一票难求,0,3,4,2025-03-28 10:41,微博视频号,,"http://f.video.weibocdn.com/o0/FQSDeTSzlx08m6yONapy01041200g9tW0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1743255954&ssig=TVnWLLOIue&KID=unistore,video",,,蓝V
5149121338672747,PkBRXAob1,7537965043,呆呆短duann,有点奢侈了由于京东太便宜没忍住于是我点了两杯才八块多,,,,,0,9,0,2025-03-28 10:40,nova 10 主角影像,,,,湖北,红V
5149121028032285,PkBRsxHyZ,3941089965,佳琳Journey,#北京下雪#好吧~_~羽绒服穿上的,,北京,,北京下雪,0,0,1,2025-03-28 10:39,荣耀60 5G,https://wx4.sinaimg.cn/large/eae842adly1hzwhhqrq32j229c30g4qr.jpg,,,北京,普通用户
5149121006798545,PkBRqswBX,5186098344,青岛气象,【#风火轮不燎原十不准护林安#哪吒说森林防火】防火护林皆有责，绿水青山代代传。十个铁律刻心头，来听哪吒怎么说↓↓#青岛春季防火##森林草原防火季#（中国应急管理报、山东省消防救援总队）L应急管理部的微博视频,,,,"风火轮不燎原十不准护林安,青岛春季防火,森林草原防火季",0,24,10,2025-03-28 10:39,微博视频号,,"http://f.video.weibocdn.com/o0/XTIFr87Klx08n0tejo8g01041200ycws0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1743255954&ssig=TqrJPt0L9X&KID=unistore,video",,,蓝V
5149120956205407,PkBRlq2jd,2495251782,Liiiiiii_yx流月,#黄金价格为何不断上涨#看什么看！收你们来啦～最近要置办三金五金的不语只是一味的查金价这么高的价位以后没人买单可咋办啊？宝葫芦能不能招财💰来💰来～,,,,黄金价格为何不断上涨,2,14,111,2025-03-28 10:39,,,"http://f.video.weibocdn.com/o0/Ilj0gXKDlx08n1vF461a01041200hBvy0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1743255954&ssig=8VDdAA0J%2F%2B&KID=unistore,video",,上海,金V
5149120886211726,PkBReq3X8,3627590624,仙猪佩琦,当呼麦遇上《哪吒2》，北疆文化叩响世界之门-草原云　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　...O网页链接,,,,,0,0,1,2025-03-28 10:39,HUAWEI P30,,,,内蒙古,普通用户
5149106676435023,PkBujr02H,6326891576,不是吧还有人叫这个诶,液断一天让身体看看谁才是这具躯体的主人#生活手记#,,,,生活手记,0,0,2,2025-03-28 09:42,iPhone 15 Pro Max,,,,河北,普通用户
5149106630035620,PkBuf09gw,6301573958,盐渍玫瑰冰糖橙,哪吒救我🐶命管他写得是一坨还是一朵，反正写完了,,,,,0,1,1,2025-03-28 09:42,,https://wx2.sinaimg.cn/large/006SsLfEgy1hzwfri47mnj317b0i5mzl.jpg,,,云南,普通用户
5149106591238491,PkBub5cbF,2055576275,成都高新,#高新头条#培育更多像“哪吒”一样有灵魂的声音，“吒儿”配音演员工作室成立！！！蓉城三月，春意渐浓。3月27日，第十二届中国网络视听大会举办期间，“川影·吕艳婷工作室”在成都高新西岭科技园网络视听产业推介会上正式揭牌。这个由声音艺术构筑的梦想平台，正为成都数字文创产业注入新的声波力量。#哪吒2比利时首映一票难求#O“哪吒”配音演员工作室正式授牌成立,,,,"高新头条,哪吒2比利时首映一票难求",0,130,82,2025-03-28 09:42,微博 weibo.com,,,,,蓝V
5149106515738844,PkBu3o4W0,3486403895,河南国银律师事务所,#国银早会#20250328直播第518场主讲人：赵鹏举内容：哪吒2动画IP的维权之战哪吒2热播之下，IP维权之战亦战火纷飞，请看国银知识产权团队赵鹏举律师主题分享：一、将在电影院“盗摄”的影片上传于网络可供不特定人选择观看1、保护范围2、不予保护范围二、未经许可生产、销售哪吒动漫人物周边、手办等1、《著作权法》第52条2、《刑法》第217条三、网络游戏中使用哪吒电影中的动漫人物形象；1、商标权，出版方已将电影片名、角色名等进行了全面的商标注册。2、著作权：《哪吒2》中角色的形象设计、故事情节、音乐等都受著作权保护，未经授权复制、发行相关内容将侵犯其著作权。3、专利权，权利方已经将以电影角色为原型的玩偶、手办等申请了外观设计，盗版产品可能侵犯其外观设计专利权。百亿影帝小哪吒正使出洪荒之力冲击全球影片榜一。看不看不要紧，咱们就不要掉链子侵权了。感谢国银知识产权团队赵鹏举律师强力支援早会，带来非常棒的课堂体验。下周见！,,,,国银早会,0,0,0,2025-03-28 09:42,微博网页版,https://wx3.sinaimg.cn/large/cfce4d37ly1hzwftrx6a4j21hc0zktwi.jpg,,,河南,蓝V
5149106477730744,PkBtZwr7q,1102525705,颖儿0912,每一次出发都在全力以赴只有今天是拼了老命#跑步##遇见更好的自己#,,,,"跑步,遇见更好的自己",0,0,0,2025-03-28 09:41,iPhone客户端,"https://wx1.sinaimg.cn/large/41b73509ly1hzwftcae40j20yi22oavk.jpg,https://wx4.sinaimg.cn/large/41b73509ly1hzwftcndusj20yi22oe4v.jpg,https://wx3.sinaimg.cn/large/41b73509ly1hzwftd41lvj20yi22owzs.jpg",,,北京,普通用户
5149106443912103,PkBtWgpIr,7395200155,别抢我苹果_,赵一博超话#赵一博回归种地吧3录制#恭迎我宝回家@种地吧赵一博,,,种地吧赵一博,赵一博回归种地吧3录制,0,0,2,2025-03-28 09:41,赵一博超话,https://wx4.sinaimg.cn/large/0084tvnRgy1hzwfskt0g3j31zy2nzx6r.jpg,,,云南,普通用户
5149106248092358,PkBtCxXbU,3844733372,昆明晋宁发布,【#哪吒2激发老外对中国的好奇心#】#哪吒2比利时首映一票难求#当地时间26日，中国动画电影《哪吒之魔童闹海》（即《哪吒2》）比利时首映活动在布鲁塞尔举办。当天，布鲁塞尔影院厅座无虚席，一票难求。观众们纷纷表示，虽然早就听说《哪吒2》非常好看，但看了之后依然十分惊喜，这部电影从制作到内容，精彩程度超乎想象。还有的观众表示，《哪吒2》还激发了他们对中国的好奇心，希望有机会能亲自到中国来。L央视网的微博视频（via.@央视网）,,,央视网,"哪吒2激发老外对中国的好奇心,哪吒2比利时首映一票难求",0,0,0,2025-03-28 09:40,微博视频号,,"http://locallimit.us.sinaimg.cn/o0/48hdHvyllx08n0mmBBBS01041200wm2s0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1743255966&ssig=ZMJzm8Fdb0&KID=unistore,video",,,蓝V
5149106214535701,PkBtzj1Wt,6960419254,兰陵融媒,#比利时观众说哪吒2令人惊叹#【#哪吒2在比利时上映#当地观众感受中华文化魅力】3月26日，中国动画电影《哪吒之魔童闹海》比利时首映活动在布鲁塞尔举办。L新华网的微博视频,,,,"比利时观众说哪吒2令人惊叹,哪吒2在比利时上映",0,1,0,2025-03-28 09:40,微博视频号,,"http://f.video.weibocdn.com/o0/mSd5fjp0lx08n0quFwTC01041200gJlK0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1743255966&ssig=QvIWqh5sX1&KID=unistore,video",,,蓝V
5149106192517331,PkBtxayS7,5536659459,仓和爱吃鱼,泡泡玛特超话收好价哪吒敖丙，有没有好心的老师45一个出我,,,,,0,0,0,2025-03-28 09:40,泡泡玛特超话,,,,广东,普通用户
5149106180719326,PkBtw3182,1824692883,抚顺妇女,【#全国最大的IMAX银幕拿了四项全国第一#“持续听劝”的沈阳很给力】这段时间大家有没有去省科学技术馆-万达影城IMAXGT激光影厅看过《哪吒2》？这个拥有“全国最大IMAX银幕”的影厅，可是场场爆满，一票难求。这家影院已经拿到了四项全国第一。辽宁省科学技术馆-万达影城IMAXGT激光影厅自开始上映《哪吒2魔童闹海》以来，凭借“全国最大IMAX银幕”这一特色，吸引了众多影迷前来打卡观影，电影票一经开售即刻售空，即使工作日也场场爆满。专业数据平台显示，3月24日-26日连续三日，这家影院单厅票房在全国排名第一、单厅人次全国第一、单片票房全国第一、分账票房全国第一。这些成绩，也成为沈阳“持续听劝”的城市治理模式的生动注脚，从市民意见到文旅服务升级，“宠粉城市”再次以务实行动交出高分答卷。L辽视第一时间的微博视频,,,,全国最大的IMAX银幕拿了四项全国第一,0,0,0,2025-03-28 09:40,微博视频号,,"http://f.video.weibocdn.com/o0/99tITAhtlx08n1o8e5Wo01041201eIdI0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1743255966&ssig=%2BDEIeb50nZ&KID=unistore,video",,,蓝V
